--Loading Dataset--
--Finished Loading Dataset--
--Initialized Transcoder--
--Created Dataloader--
--Beginning Training--
         14709571 function calls (14634871 primitive calls) in 189.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.015    0.015 _thread_flow_location.py:1(<module>)
    16393    0.009    0.000    0.015    0.000 tokenize.py:577(_generate_tokens_from_c_tokenizer)
     1422    0.003    0.000    0.015    0.000 __init__.py:157(_nvml_based_avail)
        3    0.000    0.000    0.015    0.005 _config_module.py:165(install_config_module)
      602    0.001    0.000    0.015    0.000 __init__.py:280(_compile)
      835    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      128    0.000    0.000    0.014    0.000 __init__.py:226(compile)
     1578    0.014    0.000    0.014    0.000 {built-in method torch.broadcast_tensors}
        3    0.000    0.000    0.014    0.005 eigen.py:1(<module>)
        1    0.000    0.000    0.014    0.014 standard.py:1(<module>)
     1578    0.014    0.000    0.014    0.000 {method 'expand_as' of 'torch._C.TensorBase' objects}
     1578    0.005    0.000    0.014    0.000 utils.py:32(unwrap_dead_wrappers)
        2    0.000    0.000    0.014    0.007 intersection.py:1(<module>)
        1    0.000    0.000    0.014    0.014 triton_bundler.py:1(<module>)
     1436    0.007    0.000    0.013    0.000 selectors.py:234(register)
        1    0.000    0.000    0.013    0.013 betweenness.py:1(<module>)
     1469    0.004    0.000    0.013    0.000 threading.py:394(notify)
       96    0.000    0.000    0.013    0.000 dataclasses.py:638(_frozen_get_del_attr)
       32    0.000    0.000    0.013    0.000 _compiler.py:745(compile)
      228    0.000    0.000    0.013    0.000 _itertools.py:4(unique_everseen)
      269    0.001    0.000    0.013    0.000 function.py:164(__init__)
        3    0.002    0.001    0.013    0.004 _config_module.py:240(get_assignments_with_compile_ignored_comments)
     1234    0.005    0.000    0.013    0.000 decorators.py:762(__call__)
     1487    0.002    0.000    0.013    0.000 <frozen os>:808(getenv)
        1    0.000    0.000    0.013    0.013 _conversion.py:1(<module>)
     6032    0.001    0.000    0.013    0.000 conflict.py:19(ambiguous)
     5680    0.004    0.000    0.013    0.000 hmac.py:151(digest)
        1    0.000    0.000    0.013    0.013 algebraicfield.py:1(<module>)
      786    0.001    0.000    0.013    0.000 inspect.py:976(getabsfile)
        1    0.000    0.000    0.012    0.012 pgo.py:1(<module>)
        3    0.000    0.000    0.012    0.004 solvers.py:1(<module>)
     2840    0.003    0.000    0.012    0.000 socket.py:542(fromfd)
     2656    0.001    0.000    0.012    0.000 utils.py:1065(unwrap_if_wrapper)
    20551    0.012    0.000    0.012    0.000 module.py:1927(__getattr__)
        1    0.000    0.000    0.012    0.012 simplify.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _functional_collectives.py:1(<module>)
     2086    0.003    0.000    0.012    0.000 <frozen importlib._bootstrap>:162(__enter__)
    84520    0.012    0.000    0.012    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.012    0.006 _api.py:1(<module>)
       17    0.000    0.000    0.012    0.001 trace_rules.py:3521(add)
26936/26752    0.009    0.000    0.012    0.000 {built-in method __new__ of type object at 0x933960}
      896    0.001    0.000    0.012    0.000 inspect.py:951(getsourcefile)
       84    0.004    0.000    0.012    0.000 inspect.py:1239(getblock)
    12939    0.002    0.000    0.012    0.000 conflict.py:43(edge)
     2656    0.001    0.000    0.012    0.000 utils.py:1069(unwrap_with_attr_name_if_wrapper)
        6    0.000    0.000    0.012    0.002 core.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _common_utils.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _external_properties.py:1(<module>)
     1207    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
     2840    0.004    0.000    0.011    0.000 reductions.py:81(__setitem__)
     2650    0.006    0.000    0.011    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.011    0.011 limits.py:1(<module>)
     1624    0.003    0.000    0.011    0.000 <frozen _collections_abc>:804(get)
       17    0.001    0.000    0.011    0.001 context.py:100(Queue)
        1    0.000    0.000    0.011    0.011 chordal.py:1(<module>)
    47738    0.011    0.000    0.011    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.011    0.011 polyclasses.py:1(<module>)
     8254    0.006    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        1    0.000    0.000    0.011    0.011 _filelock.py:1(<module>)
     2580    0.007    0.000    0.011    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.011    0.011 cudagraph_utils.py:1(<module>)
     3019    0.002    0.000    0.011    0.000 inspect.py:1845(getattr_static)
      269    0.001    0.000    0.011    0.000 function.py:124(arity)
        1    0.000    0.000    0.011    0.011 remote_module.py:1(<module>)
     6032    0.005    0.000    0.011    0.000 conflict.py:12(consistent)
      483    0.002    0.000    0.010    0.000 typing.py:1269(__init__)
     1436    0.006    0.000    0.010    0.000 selectors.py:347(__init__)
     4653    0.010    0.000    0.010    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.010    0.003 transcoders.py:53(calc_bias_init)
2664/2114    0.001    0.000    0.010    0.000 trace_rules.py:2883(_load_obj_from_str)
        1    0.000    0.000    0.010    0.010 pretty.py:1(<module>)
        1    0.000    0.000    0.010    0.010 transcoders.py:71(__init__)
      192    0.000    0.000    0.010    0.000 linecache.py:36(getlines)
     8732    0.001    0.000    0.010    0.000 tokenize.py:468(tokenize)
        2    0.000    0.000    0.010    0.005 symbol.py:1(<module>)
        2    0.000    0.000    0.010    0.005 linear.py:93(__init__)
       19    0.000    0.000    0.010    0.001 linecache.py:83(updatecache)
    15682    0.006    0.000    0.010    0.000 conflict.py:7(supercedes)
        1    0.000    0.000    0.010    0.010 math.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _exporter_legacy.py:1(<module>)
    12796    0.010    0.000    0.010    0.000 {built-in method _struct.pack}
     1420    0.004    0.000    0.010    0.000 _contextlib.py:146(clone)
        1    0.000    0.000    0.010    0.010 ode.py:1(<module>)
     5716    0.004    0.000    0.010    0.000 grad_mode.py:184(__init__)
        5    0.000    0.000    0.010    0.002 trace_rules.py:3514(_recompile_re)
     8520    0.009    0.000    0.009    0.000 optimizer.py:177(<genexpr>)
        3    0.000    0.000    0.009    0.003 <frozen importlib._bootstrap_external>:1291(create_module)
        3    0.009    0.003    0.009    0.003 {built-in method _imp.create_dynamic}
       45    0.000    0.000    0.009    0.000 inspect.py:1279(getsource)
        2    0.000    0.000    0.009    0.005 linear.py:114(reset_parameters)
     4420    0.007    0.000    0.009    0.000 _pytree.py:603(_dict_flatten)
        2    0.000    0.000    0.009    0.005 init.py:456(kaiming_uniform_)
     2840    0.002    0.000    0.009    0.000 reductions.py:533(storage_from_cache)
     6312    0.003    0.000    0.009    0.000 utils.py:34(<genexpr>)
       17    0.001    0.000    0.009    0.001 queues.py:37(__init__)
     1275    0.003    0.000    0.009    0.000 dataclasses.py:760(_get_field)
        1    0.000    0.000    0.009    0.009 _cache.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _dispatch.py:1(<module>)
        1    0.000    0.000    0.009    0.009 collect_metadata_analysis.py:1(<module>)
     4276    0.009    0.000    0.009    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       32    0.000    0.000    0.009    0.000 _parser.py:969(parse)
    24140    0.007    0.000    0.009    0.000 __init__.py:380(is_compiling)
     1682    0.006    0.000    0.008    0.000 <frozen os>:709(__getitem__)
     4368    0.008    0.000    0.008    0.000 {method 'release' of '_thread.lock' objects}
    80/32    0.000    0.000    0.008    0.000 _parser.py:452(_parse_sub)
     2540    0.006    0.000    0.008    0.000 inspect.py:754(unwrap)
   167/35    0.003    0.000    0.008    0.000 _parser.py:512(_parse)
        4    0.008    0.002    0.008    0.002 {built-in method torch._C._linalg.linalg_norm}
       48    0.001    0.000    0.008    0.000 inspect.py:2239(_signature_fromstr)
     2086    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:124(setdefault)
16834/16756    0.005    0.000    0.008    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.008    0.008 base_backend.py:1(<module>)
        2    0.000    0.000    0.008    0.004 transforms.py:1(<module>)
        1    0.000    0.000    0.008    0.008 finitefield.py:1(<module>)
     7007    0.006    0.000    0.008    0.000 enum.py:720(__call__)
        2    0.000    0.000    0.008    0.004 kind.py:1(<module>)
        1    0.000    0.000    0.007    0.007 exponential.py:1(<module>)
     5680    0.007    0.000    0.007    0.000 {method 'digest' of '_hashlib.HMAC' objects}
     5680    0.002    0.000    0.007    0.000 socket.py:240(__exit__)
     4420    0.005    0.000    0.007    0.000 _ops.py:1037(<lambda>)
    30413    0.007    0.000    0.007    0.000 {method 'startswith' of 'str' objects}
     1420    0.001    0.000    0.007    0.000 graphs.py:25(is_current_stream_capturing)
        1    0.000    0.000    0.007    0.007 single.py:1(<module>)
        1    0.001    0.001    0.007    0.007 _pointwise_ops.py:1(<module>)
     1462    0.003    0.000    0.007    0.000 threading.py:311(_acquire_restore)
     1209    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1592(_get_spec)
     5680    0.004    0.000    0.007    0.000 connection.py:96(address_type)
     9319    0.007    0.000    0.007    0.000 {built-in method torch._C._get_tracing_state}
    16446    0.004    0.000    0.007    0.000 __init__.py:447(_make)
        1    0.000    0.000    0.007    0.007 _result.py:1(<module>)
     2840    0.005    0.000    0.007    0.000 reductions.py:77(get)
     4328    0.007    0.000    0.007    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       57    0.004    0.000    0.007    0.000 synchronize.py:50(__init__)
        1    0.000    0.000    0.007    0.007 checkpoint.py:1(<module>)
     9940    0.007    0.000    0.007    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.007    0.007 schemas.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _tool.py:1(<module>)
       22    0.002    0.000    0.006    0.000 reductions.py:87(free_dead_references)
        2    0.000    0.000    0.006    0.003 series.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _run.py:1(<module>)
    238/1    0.000    0.000    0.006    0.006 {built-in method builtins.__import__}
        1    0.000    0.000    0.006    0.006 maxflow.py:1(<module>)
        1    0.000    0.000    0.006    0.006 resume_execution.py:1(<module>)
        1    0.000    0.000    0.006    0.006 gexf.py:1(<module>)
       35    0.000    0.000    0.006    0.000 context.py:65(Lock)
     5971    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap>:645(parent)
     1578    0.004    0.000    0.006    0.000 inspect.py:2949(apply_defaults)
     1420    0.006    0.000    0.006    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
       31    0.000    0.000    0.006    0.000 library.py:94(__init__)
        1    0.000    0.000    0.006    0.006 minpoly.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _artifact.py:1(<module>)
        1    0.000    0.000    0.006    0.006 trigonometric.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _optim_utils.py:1(<module>)
       44    0.000    0.000    0.006    0.000 inspect.py:2381(_signature_from_builtin)
        1    0.000    0.000    0.006    0.006 error_functions.py:1(<module>)
        1    0.000    0.000    0.006    0.006 fft.py:1(<module>)
       35    0.000    0.000    0.006    0.000 synchronize.py:168(__init__)
       11    0.000    0.000    0.006    0.001 autograd.py:23(make_autograd_impl)
        1    0.000    0.000    0.006    0.006 onnxruntime.py:1(<module>)
     1578    0.004    0.000    0.006    0.000 inspect.py:2896(args)
        1    0.000    0.000    0.006    0.006 symbolic_convert.py:1055(InstructionTranslatorBase)
      766    0.000    0.000    0.006    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.006    0.006 union.py:1(<module>)
     2840    0.002    0.000    0.006    0.000 socket.py:501(close)
    28416    0.006    0.000    0.006    0.000 connection.py:135(_check_closed)
     2086    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
       31    0.000    0.000    0.006    0.000 traceback.py:221(extract_stack)
     2211    0.003    0.000    0.005    0.000 dataclasses.py:701(_is_type)
     2932    0.002    0.000    0.005    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.005    0.005 symbolic_helper.py:1(<module>)
        1    0.000    0.000    0.005    0.005 singularity_functions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 symbolic_caffe2.py:1(<module>)
       93    0.000    0.000    0.005    0.000 _ops.py:1249(__getattr__)
     1418    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1473(_path_importer_cache)
       31    0.000    0.000    0.005    0.000 traceback.py:377(extract)
        1    0.000    0.000    0.005    0.005 ctx_mp.py:1(<module>)
       31    0.000    0.000    0.005    0.000 traceback.py:399(_extract_from_extended_frame_gen)
    23961    0.005    0.000    0.005    0.000 {built-in method builtins.setattr}
    19880    0.005    0.000    0.005    0.000 {method 'write' of '_io.BytesIO' objects}
       33    0.000    0.000    0.005    0.000 symbolic_convert.py:415(stack_op)
     2086    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.005    0.005 torch_function.py:1(<module>)
        1    0.000    0.000    0.005    0.005 complexes.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _tool_component.py:1(<module>)
     1213    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:806(spec_from_file_location)
        1    0.000    0.000    0.005    0.005 integrals.py:1(<module>)
      838    0.000    0.000    0.005    0.000 inspect.py:402(isgeneratorfunction)
       12    0.000    0.000    0.005    0.000 tokenize.py:453(open)
     2840    0.004    0.000    0.005    0.000 reductions.py:33(__init__)
      558    0.001    0.000    0.005    0.000 pathlib.py:437(__str__)
      482    0.001    0.000    0.005    0.000 assumptions.py:469(__init__)
        1    0.000    0.000    0.005    0.005 iterables.py:1(<module>)
     3156    0.005    0.000    0.005    0.000 {built-in method torch._C._functorch.unwrap_if_dead}
      855    0.001    0.000    0.005    0.000 inspect.py:391(_has_code_flag)
     3019    0.002    0.000    0.005    0.000 inspect.py:1806(_check_class)
        1    0.000    0.000    0.005    0.005 serialization.py:822(_open_zipfile_writer)
        1    0.005    0.005    0.005    0.005 serialization.py:775(__init__)
        1    0.000    0.000    0.005    0.005 jit_compile_runtime_wrappers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _location.py:1(<module>)
     2850    0.004    0.000    0.005    0.000 storage.py:780(__init__)
        1    0.000    0.000    0.005    0.005 domain.py:1(<module>)
     1578    0.003    0.000    0.005    0.000 transcoders.py:18(setup_context)
      228    0.002    0.000    0.005    0.000 __init__.py:347(__new__)
